1,40,29493,1,1, 
2,40,29488,1,1, 
3,40,29753,1,1, 
4,40,29097,1,1, 
1,80,29496,1,1, 
2,80,29485,1,1, 
3,80,30015,1,1, 
4,80,28835,1,1, 
1,120,29499,1,1, 
2,120,29483,1,1, 
3,120,30277,1,1, 
4,120,28573,1,1, 
1,160,29501,1,1, 
2,160,29480,1,1, 
3,160,30539,1,1, 
4,160,28311,1,1, 
1,200,29504,1,1, 
2,200,29478,1,1, 
3,200,30801,1,1, 
4,200,28049,1,1, 
1,240,29506,1,1, 
2,240,29475,1,1, 
3,240,31064,1,1, 
4,240,27787,1,1, 
1,280,29509,1,1, 
2,280,29472,1,1, 
3,280,31326,1,1, 
4,280,27525,1,1, 
1,320,29512,1,1, 
2,320,29470,1,1, 
3,320,31588,1,1, 
4,320,27262,1,1, 
1,360,29514,1,1, 
2,360,29467,1,1, 
3,360,31850,1,1, 
4,360,27000,1,1, 
1,400,29517,1,1, 
2,400,29464,1,1, 
3,400,32112,1,1, 
4,400,26738,1,1, 
1,440,29520,1,1, 
2,440,29462,1,1, 
3,440,32374,1,1, 
4,440,26476,1,1, 
1,480,29522,1,1, 
2,480,29459,1,1, 
3,480,32636,1,1, 
4,480,26214,1,1, 
1,520,29525,1,1, 
2,520,29457,1,1, 
3,520,32899,1,1, 
4,520,25952,1,1, 
1,560,29527,1,1, 
2,560,29454,1,1, 
3,560,33161,1,1, 
4,560,25690,1,1, 
1,600,29530,1,1, 
2,600,29451,1,1, 
3,600,33423,1,1, 
4,600,25427,1,1, 
1,640,29533,1,1, 
2,640,29449,1,1, 
3,640,33685,1,1, 
4,640,25165,1,1, 
1,680,29535,1,1, 
2,680,29446,1,1, 
3,680,33947,1,1, 
4,680,24903,1,1, 
1,720,29538,1,1, 
2,720,29444,1,1, 
3,720,34209,1,1, 
4,720,24641,1,1, 
1,760,29541,1,1, 
2,760,29441,1,1, 
3,760,34471,1,1, 
4,760,24379,1,1, 
1,800,29543,1,1, 
2,800,29438,1,1, 
3,800,34734,1,1, 
4,800,24117,1,1, 
1,840,29546,1,1, 
2,840,29436,1,1, 
3,840,34996,1,1, 
4,840,23855,1,1, 
1,880,29548,1,1, 
2,880,29433,1,1, 
3,880,35258,1,1, 
4,880,23592,1,1, 
1,920,29551,1,1, 
2,920,29430,1,1, 
3,920,35520,1,1, 
4,920,23330,1,1, 
1,960,29554,1,1, 
2,960,29428,1,1, 
3,960,35782,1,1, 
4,960,23068,1,1, 
1,1000,29556,1,1, 
2,1000,29425,1,1, 
3,1000,36044,1,1, 
4,1000,22806,1,1, 
1,1040,29559,1,1, 
2,1040,29423,1,1, 
3,1040,36306,1,1, 
4,1040,22544,1,1, 
1,1080,29561,1,1, 
2,1080,29420,1,1, 
3,1080,36569,1,1, 
4,1080,22282,1,1, 
1,1120,29564,1,1, 
2,1120,29417,1,1, 
3,1120,36831,1,1, 
4,1120,22020,1,1, 
1,1160,29567,1,1, 
2,1160,29415,1,1, 
3,1160,37093,1,1, 
4,1160,21757,1,1, 
1,1200,29569,1,1, 
2,1200,29412,1,1, 
3,1200,37355,1,1, 
4,1200,21495,1,1, 
1,1240,29572,1,1, 
2,1240,29409,1,1, 
3,1240,37617,1,1, 
4,1240,21233,1,1, 
1,1280,29575,1,1, 
2,1280,29407,1,1, 
3,1280,37879,1,1, 
4,1280,20971,1,1, 
1,1320,29577,1,1, 
2,1320,29404,1,1, 
3,1320,38141,1,1, 
4,1320,20709,1,1, 
1,1360,29580,1,1, 
2,1360,29402,1,1, 
3,1360,38404,1,1, 
4,1360,20447,1,1, 
1,1400,29582,1,1, 
2,1400,29399,1,1, 
3,1400,38666,1,1, 
4,1400,20185,1,1, 
1,1440,29585,1,1, 
2,1440,29396,1,1, 
3,1440,38928,1,1, 
4,1440,19922,1,1, 
1,1480,29588,1,1, 
2,1480,29394,1,1, 
3,1480,39190,1,1, 
4,1480,19660,1,1, 
1,1520,29590,1,1, 
2,1520,29391,1,1, 
3,1520,39452,1,1, 
4,1520,19398,1,1, 
1,1560,29593,1,1, 
2,1560,29388,1,1, 
3,1560,39714,1,1, 
4,1560,19136,1,1, 
1,1600,29596,1,1, 
2,1600,29386,1,1, 
3,1600,39976,1,1, 
4,1600,18874,1,1, 
1,1640,29598,1,1, 
2,1640,29383,1,1, 
3,1640,40239,1,1, 
4,1640,18612,1,1, 
1,1680,29601,1,1, 
2,1680,29381,1,1, 
3,1680,40501,1,1, 
4,1680,18350,1,1, 
1,1720,29603,1,1, 
2,1720,29378,1,1, 
3,1720,40763,1,1, 
4,1720,18087,1,1, 
1,1760,29606,1,1, 
2,1760,29375,1,1, 
3,1760,41025,1,1, 
4,1760,17825,1,1, 
1,1800,29609,1,1, 
2,1800,29373,1,1, 
3,1800,41287,1,1, 
4,1800,17563,1,1, 
1,1840,29611,1,1, 
2,1840,29370,1,1, 
3,1840,41549,1,1, 
4,1840,17301,1,1, 
1,1880,29614,1,1, 
2,1880,29367,1,1, 
3,1880,41811,1,1, 
4,1880,17039,1,1, 
1,1920,29617,1,1, 
2,1920,29365,1,1, 
3,1920,42074,1,1, 
4,1920,16777,1,1, 
1,1960,29619,1,1, 
2,1960,29362,1,1, 
3,1960,42336,1,1, 
4,1960,16515,1,1, 
1,2000,29622,1,1, 
2,2000,29360,1,1, 
3,2000,42598,1,1, 
4,2000,16252,1,1, 
1,2040,29624,1,1, 
2,2040,29357,1,1, 
3,2040,42860,1,1, 
4,2040,15990,1,1, 
1,2080,29627,1,1, 
2,2080,29354,1,1, 
3,2080,43122,1,1, 
4,2080,15728,1,1, 
1,2120,29630,1,1, 
2,2120,29352,1,1, 
3,2120,43384,1,1, 
4,2120,15466,1,1, 
1,2160,29632,1,1, 
2,2160,29349,1,1, 
3,2160,43646,1,1, 
4,2160,15204,1,1, 
1,2200,29635,1,1, 
2,2200,29347,1,1, 
3,2200,43909,1,1, 
4,2200,14942,1,1, 
1,2240,29638,1,1, 
2,2240,29344,1,1, 
3,2240,44171,1,1, 
4,2240,14680,1,1, 
1,2280,29640,1,1, 
2,2280,29341,1,1, 
3,2280,44433,1,1, 
4,2280,14417,1,1, 
1,2320,29643,1,1, 
2,2320,29339,1,1, 
3,2320,44695,1,1, 
4,2320,14155,1,1, 
1,2360,29645,1,1, 
2,2360,29336,1,1, 
3,2360,44957,1,1, 
4,2360,13893,1,1, 
1,2400,29648,1,1, 
2,2400,29333,1,1, 
3,2400,45219,1,1, 
4,2400,13631,1,1, 
1,2440,29651,1,1, 
2,2440,29331,1,1, 
3,2440,45481,1,1, 
4,2440,13369,1,1, 
1,2480,29653,1,1, 
2,2480,29328,1,1, 
3,2480,45744,1,1, 
4,2480,13107,1,1, 
1,2520,29656,1,1, 
2,2520,29326,1,1, 
3,2520,45613,1,1, 
4,2520,13369,1,1, 
1,2560,29658,1,1, 
2,2560,29323,1,1, 
3,2560,45350,1,1, 
4,2560,13631,1,1, 
1,2600,29661,1,1, 
2,2600,29320,1,1, 
3,2600,45088,1,1, 
4,2600,13893,1,1, 
1,2640,29664,1,1, 
2,2640,29318,1,1, 
3,2640,44826,1,1, 
4,2640,14155,1,1, 
1,2680,29666,1,1, 
2,2680,29315,1,1, 
3,2680,44564,1,1, 
4,2680,14417,1,1, 
1,2720,29669,1,1, 
2,2720,29312,1,1, 
3,2720,44302,1,1, 
4,2720,14680,1,1, 
1,2760,29672,1,1, 
2,2760,29310,1,1, 
3,2760,44040,1,1, 
4,2760,14942,1,1, 
1,2800,29674,1,1, 
2,2800,29307,1,1, 
3,2800,43778,1,1, 
4,2800,15204,1,1, 
1,2840,29677,1,1, 
2,2840,29305,1,1, 
3,2840,43515,1,1, 
4,2840,15466,1,1, 
1,2880,29679,1,1, 
2,2880,29302,1,1, 
3,2880,43253,1,1, 
4,2880,15728,1,1, 
1,2920,29682,1,1, 
2,2920,29299,1,1, 
3,2920,42991,1,1, 
4,2920,15990,1,1, 
1,2960,29685,1,1, 
2,2960,29297,1,1, 
3,2960,42729,1,1, 
4,2960,16252,1,1, 
1,3000,29687,1,1, 
2,3000,29294,1,1, 
3,3000,42467,1,1, 
4,3000,16515,1,1, 
1,3040,29690,1,1, 
2,3040,29291,1,1, 
3,3040,42205,1,1, 
4,3040,16777,1,1, 
1,3080,29693,1,1, 
2,3080,29289,1,1, 
3,3080,41943,1,1, 
4,3080,17039,1,1, 
1,3120,29695,1,1, 
2,3120,29286,1,1, 
3,3120,41680,1,1, 
4,3120,17301,1,1, 
1,3160,29698,1,1, 
2,3160,29284,1,1, 
3,3160,41418,1,1, 
4,3160,17563,1,1, 
1,3200,29700,1,1, 
2,3200,29281,1,1, 
3,3200,41156,1,1, 
4,3200,17825,1,1, 
1,3240,29703,1,1, 
2,3240,29278,1,1, 
3,3240,40894,1,1, 
4,3240,18087,1,1, 
1,3280,29706,1,1, 
2,3280,29276,1,1, 
3,3280,40632,1,1, 
4,3280,18350,1,1, 
1,3320,29708,1,1, 
2,3320,29273,1,1, 
3,3320,40370,1,1, 
4,3320,18612,1,1, 
1,3360,29711,1,1, 
2,3360,29270,1,1, 
3,3360,40108,1,1, 
4,3360,18874,1,1, 
1,3400,29714,1,1, 
2,3400,29268,1,1, 
3,3400,39845,1,1, 
4,3400,19136,1,1, 
1,3440,29716,1,1, 
2,3440,29265,1,1, 
3,3440,39583,1,1, 
4,3440,19398,1,1, 
1,3480,29719,1,1, 
2,3480,29263,1,1, 
3,3480,39321,1,1, 
4,3480,19660,1,1, 
1,3520,29721,1,1, 
2,3520,29260,1,1, 
3,3520,39059,1,1, 
4,3520,19922,1,1, 
1,3560,29724,1,1, 
2,3560,29257,1,1, 
3,3560,38797,1,1, 
4,3560,20185,1,1, 
1,3600,29727,1,1, 
2,3600,29255,1,1, 
3,3600,38535,1,1, 
4,3600,20447,1,1, 
1,3640,29729,1,1, 
2,3640,29252,1,1, 
3,3640,38273,1,1, 
4,3640,20709,1,1, 
1,3680,29732,1,1, 
2,3680,29250,1,1, 
3,3680,38010,1,1, 
4,3680,20971,1,1, 
1,3720,29734,1,1, 
2,3720,29247,1,1, 
3,3720,37748,1,1, 
4,3720,21233,1,1, 
1,3760,29737,1,1, 
2,3760,29244,1,1, 
3,3760,37486,1,1, 
4,3760,21495,1,1, 
1,3800,29740,1,1, 
2,3800,29242,1,1, 
3,3800,37224,1,1, 
4,3800,21757,1,1, 
1,3840,29742,1,1, 
2,3840,29239,1,1, 
3,3840,36962,1,1, 
4,3840,22020,1,1, 
1,3880,29745,1,1, 
2,3880,29236,1,1, 
3,3880,36700,1,1, 
4,3880,22282,1,1, 
1,3920,29748,1,1, 
2,3920,29234,1,1, 
3,3920,36438,1,1, 
4,3920,22544,1,1, 
1,3960,29750,1,1, 
2,3960,29231,1,1, 
3,3960,36175,1,1, 
4,3960,22806,1,1, 
1,4000,29753,1,1, 
2,4000,29229,1,1, 
3,4000,35913,1,1, 
4,4000,23068,1,1, 
1,4040,29755,1,1, 
2,4040,29226,1,1, 
3,4040,35651,1,1, 
4,4040,23330,1,1, 
1,4080,29758,1,1, 
2,4080,29223,1,1, 
3,4080,35389,1,1, 
4,4080,23592,1,1, 
1,4120,29761,1,1, 
2,4120,29221,1,1, 
3,4120,35127,1,1, 
4,4120,23855,1,1, 
1,4160,29763,1,1, 
2,4160,29218,1,1, 
3,4160,34865,1,1, 
4,4160,24117,1,1, 
1,4200,29766,1,1, 
2,4200,29215,1,1, 
3,4200,34603,1,1, 
4,4200,24379,1,1, 
1,4240,29769,1,1, 
2,4240,29213,1,1, 
3,4240,34340,1,1, 
4,4240,24641,1,1, 
1,4280,29771,1,1, 
2,4280,29210,1,1, 
3,4280,34078,1,1, 
4,4280,24903,1,1, 
1,4320,29774,1,1, 
2,4320,29208,1,1, 
3,4320,33816,1,1, 
4,4320,25165,1,1, 
1,4360,29776,1,1, 
2,4360,29205,1,1, 
3,4360,33554,1,1, 
4,4360,25427,1,1, 
1,4400,29779,1,1, 
2,4400,29202,1,1, 
3,4400,33292,1,1, 
4,4400,25690,1,1, 
1,4440,29782,1,1, 
2,4440,29200,1,1, 
3,4440,33030,1,1, 
4,4440,25952,1,1, 
1,4480,29784,1,1, 
2,4480,29197,1,1, 
3,4480,32768,1,1, 
4,4480,26214,1,1, 
1,4520,29787,1,1, 
2,4520,29194,1,1, 
3,4520,32505,1,1, 
4,4520,26476,1,1, 
1,4560,29790,1,1, 
2,4560,29192,1,1, 
3,4560,32243,1,1, 
4,4560,26738,1,1, 
1,4600,29792,1,1, 
2,4600,29189,1,1, 
3,4600,31981,1,1, 
4,4600,27000,1,1, 
1,4640,29795,1,1, 
2,4640,29187,1,1, 
3,4640,31719,1,1, 
4,4640,27262,1,1, 
1,4680,29797,1,1, 
2,4680,29184,1,1, 
3,4680,31457,1,1, 
4,4680,27525,1,1, 
1,4720,29800,1,1, 
2,4720,29181,1,1, 
3,4720,31195,1,1, 
4,4720,27787,1,1, 
1,4760,29803,1,1, 
2,4760,29179,1,1, 
3,4760,30932,1,1, 
4,4760,28049,1,1, 
1,4800,29805,1,1, 
2,4800,29176,1,1, 
3,4800,30670,1,1, 
4,4800,28311,1,1, 
1,4840,29808,1,1, 
2,4840,29174,1,1, 
3,4840,30408,1,1, 
4,4840,28573,1,1, 
1,4880,29811,1,1, 
2,4880,29171,1,1, 
3,4880,30146,1,1, 
4,4880,28835,1,1, 
1,4920,29813,1,1, 
2,4920,29168,1,1, 
3,4920,29884,1,1, 
4,4920,29097,1,1, 
1,4960,29816,1,1, 
2,4960,29166,1,1, 
3,4960,29622,1,1, 
4,4960,29360,1,1, 
1,5000,29818,1,1, 
2,5000,29163,1,1, 
3,5000,29360,1,1, 
4,5000,29622,1,1, 
1,5040,29821,1,1, 
2,5040,29160,1,1, 
3,5040,29097,1,1, 
4,5040,29753,1,1, 
1,5080,29824,1,1, 
2,5080,29158,1,1, 
3,5080,28835,1,1, 
4,5080,30015,1,1, 
1,5120,29826,1,1, 
